Some(2022-05-09T03:25:56Z),"@OmriToren @johnpavlovitz @elonmusk 3 minutes to know the secrets of where it all started
https://t.co/NALkyX4At0",0
Some(2022-05-09T03:25:56Z),"RT @DrEliDavid: .@elonmusk, can you buy WHO from Bill Gates and make it about health?",0
Some(2022-05-09T03:25:56Z),"RT @elonmusk: If I die under mysterious circumstances, it’s been nice knowin ya",41
Some(2022-05-09T03:25:56Z),@SaraCarterDC @elonmusk https://t.co/R0iPM2GQ72,0
Some(2022-05-09T03:25:56Z),"@elonmusk: We have the ability to cool the oceans back down, by imposing global thermal bans, restrictions, &amp; reductions. As well as, implementing shading, cold spotting, extraction, &amp; compensation efforts. Such as harvesting/venting large thermal vents &amp; undersea volcanoes.",0
Some(2022-05-09T03:25:56Z),"RT @N8544RTY: @elonmusk The trend increases once vax kicks into full gear, &amp; the insidious part, Dems knew the vax complications blend in w…",0
Some(2022-05-09T03:25:56Z),RT @MrBeast: @elonmusk If that happens can I have Twitter,0
Some(2022-05-09T03:25:55Z),@elonmusk https://t.co/vKIxftT3cE,0
Some(2022-05-09T03:25:55Z),RT @TimRunsHisMouth: @elonmusk Wait... What do you know about Hillary Clinton??,0
Some(2022-05-09T03:25:55Z),"@elonmusk @SebGorka Mr. Musk, I present evidence that Ukraine tolerates Nazi collaborators and that they are adored today. The spirit of Nazism is alive and well in that country today. https://t.co/J90y0pLf0F",54
Some(2022-05-09T03:25:55Z),@elonmusk @DrEliDavid Lol  Ist gold idea,78
Some(2022-05-09T03:25:55Z),"@elonmusk fargin bastages, USMC should walk in their bedrooms and handle them",-59
Some(2022-05-09T03:25:55Z),@benmezrich @elonmusk And low hanging door knobs,0
Some(2022-05-09T03:25:55Z),"RT @elonmusk: If I die under mysterious circumstances, it’s been nice knowin ya",41
Some(2022-05-09T03:25:55Z),"RT @elonmusk: If I die under mysterious circumstances, it’s been nice knowin ya",41
